1,58,4.4469E7
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 34,ADC : 25,Val_Res (Ohm)103314000
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 35,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 36,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 37,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 38,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 39,ADC : 27,Val_Res (Ohm)9.5653E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 40,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 41,ADC : 26,Val_Res (Ohm)9.9336E7
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 42,ADC : 24,Val_Res (Ohm)1.0762E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 43,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 44,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 45,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 46,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 47,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 48,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 49,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 50,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 51,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 52,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 53,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 54,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 55,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 56,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 57,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 58,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 59,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 60,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 61,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 62,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
clock (5ms) : 63,ADC : 14,Val_Res (Ohm)1.8458E8
